Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch
SDSS-II SN 7882,2005-10-21,1h08m13.023s,0d10m23.9s,1,1,0,749492479.495,749492479.495
SDSS-II SN 7882,2005-10-21,1h08m13.023s,0d10m23.9s,5,1,4,749492478.995,969724338.495
SDSS-II SN 7884,2005-10-12,1h27m04.184s,0d07m24.49s,3,2,1,780113169.995,875551307.495
SDSS-II SN 7884,2005-10-12,1h27m04.184s,0d07m24.49s,3,2,1,780113169.995,875551307.495
SDSS-II SN 7939,2005-10-30,1h49m58.944s,1d12m01.584s,4,0,4,876545407.995,909550182.995
SDSS-II SN 7939,2005-10-30,1h49m58.944s,1d12m01.584s,5,0,5,876545407.995,975810351.495
SDSS-II SN 7954,2005-11-03,22h10m42.481s,0d20m51.99s,12,4,8,775817065.495,906244421.995
SDSS-II SN 7954,2005-11-03,22h10m42.481s,0d20m51.99s,45,5,40,775817065.495,966506585.495
SDSS-II SN 7986,2005-10-20,22h10m29.04s,-0d26m15.216s,10,4,6,775817317.995,906285199.495
SDSS-II SN 7986,2005-10-20,22h10m29.04s,-0d26m15.216s,42,5,37,775817317.995,966364646.495
SDSS-II SN 8004,2005-10-27,23h10m06.84s,-0d33m28.72s,4,3,1,745817206.495,907634334.995
SDSS-II SN 8004,2005-10-27,23h10m06.84s,-0d33m28.72s,4,3,1,745817206.495,907634334.995
SDSS-II SN 8062,2005-10-21,23h11m54.479s,0d04m37.45s,6,5,1,745817206.495,907634334.995
SDSS-II SN 8062,2005-10-21,23h11m54.479s,0d04m37.45s,6,5,1,745817206.495,907634334.995
SDSS-II SN 8092,2005-10-14,3h20m36.286s,0d05m38.26s,5,1,4,753713054.995,913289495.495
SDSS-II SN 8092,2005-10-14,3h20m36.286s,0d05m38.26s,5,1,4,753713054.995,913289495.495
SDSS-II SN 8114,2005-10-20,23h28m51.992s,0d13m42.29s,136,104,32,745852726.495,904078739.495
SDSS-II SN 8114,2005-10-20,23h28m51.992s,0d13m42.29s,162,119,43,745852726.495,940483695.495
SDSS-II SN 8128,2005-10-21,0h32m38.248s,-0d49m22.67s,4,0,4,846289127.495,877698818.995
SDSS-II SN 8128,2005-10-21,0h32m38.248s,-0d49m22.67s,4,0,4,846289127.495,877698818.995
SDSS-II SN 8160,2005-10-20,2h15m03.67s,-1d06m01.8s,3,2,1,750250344.495,907965238.995
SDSS-II SN 8160,2005-10-20,2h15m03.67s,-1d06m01.8s,3,2,1,750250344.495,907965238.995
SDSS-II SN 8165,2005-10-26,3h20m54.07s,-1d06m33.8s,5,1,4,753713629.995,913301328.495
SDSS-II SN 8165,2005-10-26,3h20m54.07s,-1d06m33.8s,5,1,4,753713629.995,913301328.495
SDSS-II SN 8216,2005-10-30,22h05m04.677s,-0d03m07.91s,8,2,6,775816938.995,906178055.495
SDSS-II SN 8216,2005-10-30,22h05m04.677s,-0d03m07.91s,10,3,7,775816938.995,938117565.495
SDSS-II SN 822,2005-09-03,2h42m14.586s,-0d51m43.77s,1,0,1,1006024236.495,1006024236.495
SDSS-II SN 8264,2005-11-03,23h50m09.36s,0d49m12.349s,8,0,8,842277439.995,909308079.495
SDSS-II SN 8264,2005-11-03,23h50m09.36s,0d49m12.349s,8,0,8,842277439.995,909308079.495
SDSS-II SN 8269,2005-10-01,2h38m29.376s,1d12m50.112s,2,0,2,1005859020.995,1006023518.495
SDSS-II SN 8280,2005-10-27,0h34m17.558s,0d47m44.02s,9,1,8,748972663.995,875172358.495
SDSS-II SN 8280,2005-10-27,0h34m17.558s,0d47m44.02s,9,1,8,748972663.995,875172358.495
SDSS-II SN 8290,2005-11-09,3h41m56.424s,1d10m04.08s,2,1,1,754203948.995,912490943.495
SDSS-II SN 8290,2005-11-09,3h41m56.424s,1d10m04.08s,2,1,1,754203948.995,912490943.495
SDSS-II SN 8307,2005-10-23,2h26m25.087s,0d47m26.32s,32,2,30,753630500.495,908775620.495
SDSS-II SN 8307,2005-10-23,2h26m25.087s,0d47m26.32s,32,2,30,753630500.495,908775620.495
SDSS-II SN 8323,2005-09-15,3h17m56.664s,0d42m19.552s,2,0,2,913259921.495,913271618.995
SDSS-II SN 8323,2005-09-15,3h17m56.664s,0d42m19.552s,2,0,2,913259921.495,913271618.995
SDSS-II SN 8327,2005-10-23,3h28m58.176s,0d40m35.8s,3,1,2,753712609.995,912295843.995
SDSS-II SN 8327,2005-10-23,3h28m58.176s,0d40m35.8s,4,1,3,753712609.995,943394705.495
SDSS-II SN 841,2005-09-03,3h13m59.04s,-1d00m36.072s,6,0,6,876983248.995,913862750.495
SDSS-II SN 841,2005-09-03,3h13m59.04s,-1d00m36.072s,7,0,7,876983248.995,913862750.495
SDSS-II SN 8421,2005-11-01,0h58m04.32s,-0d56m02.9s,9,2,7,749326314.495,909225261.495
SDSS-II SN 8421,2005-11-01,0h58m04.32s,-0d56m02.9s,9,2,7,749326314.495,909225261.495
SDSS-II SN 8457,2005-09-28,3h19m16.656s,-0d50m18.726s,5,1,4,753713629.995,913301328.495
SDSS-II SN 8457,2005-09-28,3h19m16.656s,-0d50m18.726s,5,1,4,753713629.995,913301328.495
SDSS-II SN 8555,2005-10-30,0h11m39.744s,-0d24m54.12s,8,0,8,842325362.495,908710669.995
SDSS-II SN 8555,2005-10-30,0h11m39.744s,-0d24m54.12s,8,0,8,842325362.495,908710669.995
SDSS-II SN 8577,2005-10-27,0h57m11.256s,-0d07m44.922s,4,1,3,749493341.995,877686988.495
SDSS-II SN 8577,2005-10-27,0h57m11.256s,-0d07m44.922s,4,1,3,749493341.995,877686988.495
SDSS-II SN 859,2005-09-03,23h22m12.414s,0d23m11.6s,2,0,2,843839985.495,873339121.495
SDSS-II SN 859,2005-09-03,23h22m12.414s,0d23m11.6s,3,0,3,843839985.495,939768092.495
SDSS-II SN 8600,2005-10-26,2h57m04.987s,-0d05m32.72s,8,1,7,784924326.495,913573808.995
SDSS-II SN 8600,2005-10-26,2h57m04.987s,-0d05m32.72s,8,1,7,784924326.495,913573808.995
SDSS-II SN 8605,2005-10-14,3h24m09.24s,-0d00m10.782s,3,1,2,753713054.995,913289495.495
SDSS-II SN 8605,2005-10-14,3h24m09.24s,-0d00m10.782s,3,1,2,753713054.995,913289495.495
SDSS-II SN 8662,2005-10-20,2h29m46.44s,-0d28m58.2s,27,24,3,782515708.995,908557458.495
SDSS-II SN 8662,2005-10-20,2h29m46.44s,-0d28m58.2s,33,30,3,782515708.995,908557458.495
SDSS-II SN 8723,2005-10-26,3h40m47.64s,0d16m53s,3,0,3,849774785.495,913372301.995
SDSS-II SN 8723,2005-10-26,3h40m47.64s,0d16m53s,4,0,4,849774785.495,943483445.495
SDSS-II SN 8730,2005-10-26,2h09m05.88s,-0d40m49.1052s,4,2,2,780948205.495,908704754.495
SDSS-II SN 8730,2005-10-26,2h09m05.88s,-0d40m49.1052s,4,2,2,780948205.495,908704754.495
SDSS-II SN 8850,2005-10-26,1h51m18.912s,0d19m37.47s,4,0,4,876545264.495,908509521.995
SDSS-II SN 8850,2005-10-26,1h51m18.912s,0d19m37.47s,4,0,4,876545264.495,908509521.995
SDSS-II SN 8888,2005-11-03,0h20m39.773s,0d19m13.94s,34,30,4,746740472.495,876752237.995
SDSS-II SN 8888,2005-11-03,0h20m39.773s,0d19m13.94s,35,30,5,746740472.495,939952009.995
SDSS-II SN 9020,2005-10-25,23h08m27.6s,-0d55m11.6s,6,3,3,745710641.495,907628272.995
SDSS-II SN 9020,2005-10-25,23h08m27.6s,-0d55m11.6s,6,3,3,745710641.495,907628272.995
SDSS-II SN 9026,2005-10-25,21h11m47.76s,-0d36m00.198s,4,0,4,842390123.495,902393187.495
SDSS-II SN 9026,2005-10-25,21h11m47.76s,-0d36m00.198s,10,0,10,842390123.495,932481098.995
SDSS-II SN 904,2005-09-03,1h24m22.896s,-0d07m29.5788s,3,2,1,780113169.995,875551307.495
SDSS-II SN 904,2005-09-03,1h24m22.896s,-0d07m29.5788s,3,2,1,780113169.995,875551307.495
SDSS-II SN 9052,2005-10-30,1h24m09.884s,-0d28m58.84s,5,2,3,780113313.495,906361877.495
SDSS-II SN 9052,2005-10-30,1h24m09.884s,-0d28m58.84s,5,2,3,780113313.495,906361877.495
SDSS-II SN 9109,2005-10-31,1h45m33.38s,0d51m02.66s,5,2,3,780823992.995,908444458.495
SDSS-II SN 9109,2005-10-31,1h45m33.38s,0d51m02.66s,5,2,3,780823992.995,908444458.495
SDSS-II SN 911,2005-09-03,2h34m45.84s,-0d06m54.97s,1,0,1,1006024246.495,1006024246.495
SDSS-II SN 9117,2005-10-26,3h07m36.42s,0d59m18.15s,5,0,5,876888644.495,909679989.995
SDSS-II SN 9117,2005-10-26,3h07m36.42s,0d59m18.15s,5,0,5,876888644.495,909679989.995
SDSS-II SN 9132,2005-10-31,1h05m01.259s,0d32m24.43s,9,1,8,749492478.995,877574580.995
SDSS-II SN 9132,2005-10-31,1h05m01.259s,0d32m24.43s,9,1,8,749492478.995,877574580.995
SDSS-II SN 9133,2005-11-02,1h06m34.191s,0d27m39.12s,4,1,3,749492478.995,877574580.995
SDSS-II SN 9133,2005-11-02,1h06m34.191s,0d27m39.12s,4,1,3,749492478.995,877574580.995
SDSS-II SN 9194,2005-10-21,0h07m32.9568s,-0d47m49.074s,6,1,5,750688659.995,906628356.995
SDSS-II SN 9194,2005-10-21,0h07m32.9568s,-0d47m49.074s,6,1,5,750688659.995,906628356.995
SDSS-II SN 9218,2005-10-28,3h06m48.363s,-0d42m01.57s,5,0,5,876982473.995,913212602.495
SDSS-II SN 9218,2005-10-28,3h06m48.363s,-0d42m01.57s,6,0,6,876982473.995,943761443.995
SDSS-II SN 9268,2005-10-30,20h46m44.88s,-0d10m27.264s,18,7,11,745154595.495,962301535.495
SDSS-II SN 9326,2005-10-30,22h57m15.911s,0d37m42.36s,12,3,9,776267422.495,907586638.495
SDSS-II SN 9326,2005-10-30,22h57m15.911s,0d37m42.36s,19,5,14,776267422.495,938833724.995
SDSS-II SN 9353,2005-11-01,23h31m08.16s,0d41m57.894s,20,10,10,745846843.995,909390854.995
SDSS-II SN 9353,2005-11-01,23h31m08.16s,0d41m57.894s,27,12,15,745846843.995,940483695.495
SDSS-II SN 9424,2005-10-31,22h17m21.6s,0d05m50.88s,9,2,7,747586756.495,906220124.995
SDSS-II SN 9424,2005-10-31,22h17m21.6s,0d05m50.88s,44,2,42,747586756.495,997760957.995
SDSS-II SN 9458,2005-10-25,2h43m13.968s,-0d09m42.7536s,1,1,0,751315544.995,751315544.995
SDSS-II SN 9458,2005-10-25,2h43m13.968s,-0d09m42.7536s,2,1,1,751315544.495,1006023947.495
SDSS-II SN 9551,2005-10-26,1h32m55.968s,0d05m01.781s,4,2,2,780822654.995,908207800.495
SDSS-II SN 9551,2005-10-26,1h32m55.968s,0d05m01.781s,4,2,2,780822654.995,908207800.495
SDSS-II SN 9557,2005-10-31,2h00m11.952s,0d01m31.47s,4,2,2,780947209.495,908616007.495
SDSS-II SN 9557,2005-10-31,2h00m11.952s,0d01m31.47s,7,2,5,780947209.495,940229529.995
SDSS-II SN 9558,2005-10-30,1h03m56.388s,0d22m52.82s,6,1,5,749492909.995,877575206.995
SDSS-II SN 9558,2005-10-30,1h03m56.388s,0d22m52.82s,6,1,5,749492909.995,877575206.995
SDSS-II SN 9595,2005-10-26,1h12m57.216s,0d08m21.142s,5,1,4,749492119.495,906137274.995
SDSS-II SN 9595,2005-10-26,1h12m57.216s,0d08m21.142s,14,1,13,749492119.495,1000795797.495
SDSS-II SN 9632,2005-10-30,2h00m40.882s,1d14m58.51s,2,0,2,908610090.495,908621922.995
SDSS-II SN 9632,2005-10-30,2h00m40.882s,1d14m58.51s,2,0,2,908610090.495,908621922.995
SDSS-II SN 9677,2005-10-01,2h46m48.504s,-0d37m38.676s,3,0,3,877172264.495,911207379.495
SDSS-II SN 9677,2005-10-01,2h46m48.504s,-0d37m38.676s,5,0,5,877172264.495,1006023809.495
SDSS-II SN 9804,2005-09-14,23h06m06s,-1d14m24s,1,1,0,748930217.495,748930217.495
SDSS-II SN 9804,2005-09-14,23h06m06s,-1d14m24s,1,1,0,748930217.495,748930217.495
SDSS-II SN 9817,2005-11-11,0h20m09.122s,0d35m53.65s,8,4,4,748172602.995,876752245.995
SDSS-II SN 9817,2005-11-11,0h20m09.122s,0d35m53.65s,8,4,4,748172602.995,876752245.995
SDSS-II SN 986,2005-09-03,23h31m14.88s,1d08m30.408s,5,3,2,745846843.995,905326560.995
SDSS-II SN 986,2005-09-03,23h31m14.88s,1d08m30.408s,5,3,2,745846843.995,905326560.995
SDSS-II SN 9895,2005-11-02,2h21m03.83s,0d30m15.71s,2,1,1,753630055.995,908882201.995
SDSS-II SN 9895,2005-11-02,2h21m03.83s,0d30m15.71s,2,1,1,753630055.995,908882201.995
SDSS-II SN 9954,2005-11-05,0h26m20.19s,-0d25m31.6s,4,2,2,749291553.495,877740220.495
SDSS-II SN 9954,2005-11-05,0h26m20.19s,-0d25m31.6s,4,2,2,749291553.495,877740220.495
SMT J00570506-362623,2013-12-01,0h57m05.06s,-36d26m23s,4,4,0,749848489.495,816782990.995
SMT J00570506-362623,2013-12-01,0h57m05.06s,-36d26m23s,4,4,0,749848489.495,816782990.995
SMT J03253351-5344190,2013-12-02,3h25m33.51s,-53d44m19s,2,2,0,814545358.995,817485750.995
SMT J03253351-5344190,2013-12-02,3h25m33.51s,-53d44m19s,2,2,0,814545358.995,817485750.995
SMT J21413915-5643445,2013-10-09,21h41m39.15s,-56d43m44.5s,1,1,0,1002131579.495,1002131579.495
SN1572A,1572-11-06,0h25m21.5s,64d08m27s,1,0,1,1001334371.495,1001334371.495
SN1937D,1937-09-09,2h39m21s,40d52m20s,1,0,1,849850513.995,849850513.995
SN1954B,1954-04-27,14h33m24.09s,4d26m41.6s,3,0,3,740204850.495,860292620.495
SN1954B,1954-04-27,14h33m24.09s,4d26m41.6s,3,0,3,740204850.495,860292620.495
SN1957A,1957-02-26,9h21m51.2s,50d59m52s,14,0,14,758500321.495,918146433.495
SN1957A,1957-02-26,9h21m51.2s,50d59m52s,17,0,17,758500321.495,921607311.995
SN1959C,1959-06-28,13h11m23.81s,3d24m37.6s,1,0,1,765975550.495,765975550.495
SN1959C,1959-06-28,13h11m23.81s,3d24m37.6s,3,0,3,765975549.995,986239736.495
SN1960F,1960-04-17,12h31m42.05s,3d56m47.7s,4,0,4,860885745.495,956864691.995
SN1960H,1960-06-18,12h06m07.52s,47d30m38.1s,2,0,2,764010969.495,825048367.495
SN1960H,1960-06-18,12h06m07.52s,47d30m38.1s,2,0,2,764010969.495,825048367.495
SN1960R,1960-12-20,12h25m24.83s,18d09m19.3s,2,0,2,858666470.995,858926593.995
SN1960R,1960-12-20,12h25m24.83s,18d09m19.3s,3,0,3,858666470.995,955811316.995
SN1961H,1961-05-02,12h36m27.27s,11d26m24.6s,8,0,8,763182201.995,924861549.495
SN1961H,1961-05-02,12h36m27.27s,11d26m24.6s,164,0,164,763182201.995,924861549.495
SN1962A,1962-01-06,13h06m35.55s,27d52m29.6s,3,0,3,771306684.995,825799723.995
SN1962A,1962-01-06,13h06m35.55s,27d52m29.6s,4,0,4,765808996.995,825799723.995
SN1962E,1962-03-02,11h15m05.52s,25d53m31.5s,2,0,2,793705244.995,855961853.495
SN1962E,1962-03-02,11h15m05.52s,25d53m31.5s,2,0,2,793705244.995,855961853.495
SN1963P,1963-09-18,2h46m02.1s,-7d34m50.4s,2,0,2,753854844.495,815220056.995
SN1963P,1963-09-18,2h46m02.1s,-7d34m50.4s,2,0,2,753854844.495,815220056.995
SN1981B,1981-03-02,12h34m29.57s,2d11m59.3s,2,0,2,766005290.995,860956009.995
SN1981B,1981-03-02,12h34m29.57s,2d11m59.3s,3,0,3,766005290.995,860956009.995
SN1982W,1982-12-14,14h07m08.96s,55d01m07.4s,1,0,1,891601831.995,891601831.995
SN1982W,1982-12-14,14h07m08.96s,55d01m07.4s,1,0,1,891601831.995,891601831.995
SN1983G,1983-04-04,12h52m20.9s,-1d12m12s,3,0,3,765549776.495,767259908.995
SN1983G,1983-04-04,12h52m20.9s,-1d12m12s,3,0,3,765549776.495,767259908.995
SN1983L,1983-06-14,21h15m05.56s,-47d13m44.9s,3,0,3,747344151.495,777894148.995
SN1983L,1983-06-14,21h15m05.56s,-47d13m44.9s,3,0,3,747344151.495,777894148.995
SN1983N,1983-07-03,13h36m51.23s,-29d54m01.7s,30,0,30,739009856.995,889696796.495
SN1983R,1983-09-18,1h50m13.1s,27d11m55s,1,0,1,754173628.995,754173628.995
SN1983R,1983-09-18,1h50m13.1s,27d11m55s,1,0,1,754173628.995,754173628.995
SN1983W,1983-12-06,11h20m32.5s,57d46m55s,3,0,3,855489961.495,887365795.995
SN1983W,1983-12-06,11h20m32.5s,57d46m55s,3,0,3,855489961.495,887365795.995
SN1984A,1984-01-04,12h26m55.73s,15d03m17.1s,5,0,5,766094135.995,925836973.995
SN1984A,1984-01-04,12h26m55.73s,15d03m17.1s,9,0,9,766094135.995,955137425.995
SN1985A,1985-01-25,9h13m42.35s,76d28m23.7s,1,0,1,847246618.995,847246618.995
SN1985A,1985-01-25,9h13m42.35s,76d28m23.7s,1,0,1,847246618.995,847246618.995
SN1986N,1986-12-11,4h48m36.3s,-6d19m22s,1,0,1,852459014.995,852459014.995
SN1986N,1986-12-11,4h48m36.3s,-6d19m22s,2,0,2,852459014.495,977313875.495
SN1987D,1987-04-20,12h19m41.07s,2d04m26.6s,1,0,1,764774466.995,764774466.995
SN1987D,1987-04-20,12h19m41.07s,2d04m26.6s,5,0,5,764774466.495,987671008.995
SN1987L,1987-08-16,7h27m26.42s,80d09m30.6s,5,0,5,847318317.495,855500940.495
SN1987L,1987-08-16,7h27m26.42s,80d09m30.6s,5,0,5,847318317.495,855500940.495
SN1989A,1989-01-19,11h27m59.02s,29d30m21.4s,2,0,2,855939616.495,860015906.995
SN1989A,1989-01-19,11h27m59.02s,29d30m21.4s,2,0,2,855939616.495,860015906.995
SN1989B,1989-01-30,11h20m13.93s,13d00m18.9s,5,0,5,763033479.495,924819633.995
SN1989B,1989-01-30,11h20m13.93s,13d00m18.9s,7,0,7,763033479.495,924819633.995
SN1989D,1989-02-03,9h47m50.75s,72d58m14.5s,1,0,1,847164082.995,847164082.995
SN1989D,1989-02-03,9h47m50.75s,72d58m14.5s,2,0,2,847164082.495,1005633628.495
SN1989M,1989-06-28,12h37m40.72s,11d49m25.5s,8,0,8,763182201.995,924861061.495
SN1989M,1989-06-28,12h37m40.72s,11d49m25.5s,170,0,170,763182201.995,924861061.495
SN1989P,1989-09-03,18h22m01.81s,66d36m12.2s,2,0,2,842099752.995,842188655.995
SN1989P,1989-09-03,18h22m01.81s,66d36m12.2s,2,0,2,842099752.995,842188655.995
SN1989Q,1989-09-26,1h45m34.49s,22d05m16.3s,2,0,2,753885243.995,845130226.995
SN1989Q,1989-09-26,1h45m34.49s,22d05m16.3s,2,0,2,753885243.995,845130226.995
SN1989S,1989-10-29,2h27m46.7s,28d12m03.7s,6,0,6,753997119.495,877722646.995
SN1989S,1989-10-29,2h27m46.7s,28d12m03.7s,15,0,15,753997119.495,1005787784.495
SN1989V,1989-12-28,1h31m58.06s,12d11m53.8s,2,0,2,873930777.995,877663796.495
SN1989V,1989-12-28,1h31m58.06s,12d11m53.8s,2,0,2,873930777.995,877663796.495
SN1990ab,1990-09-20,21h54m03.98s,-40d04m15.6s,2,0,2,843431832.995,872433784.495
SN1990ab,1990-09-20,21h54m03.98s,-40d04m15.6s,2,0,2,843431832.995,872433784.495
SN1990af,1990-10-24,21h34m58.12s,-62d44m07.4s,4,0,4,744047316.995,774018100.995
SN1990af,1990-10-24,21h34m58.12s,-62d44m07.4s,7,0,7,744047316.995,805818146.495
SN1990F,1990-02-24,13h39m02.68s,32d09m20s,2,0,2,794439890.995,864055388.495
SN1990F,1990-02-24,13h39m02.68s,32d09m20s,2,0,2,794439890.995,864055388.495
SN1990G,1990-03-19,11h21m01.19s,34d20m51.4s,1,0,1,793623551.495,793623551.495
SN1990G,1990-03-19,11h21m01.19s,34d20m51.4s,1,0,1,793623551.495,793623551.495
SN1990J,1990-05-13,12h16m20.94s,12d31m37.9s,1,0,1,859802718.995,859802718.995
SN1990J,1990-05-13,12h16m20.94s,12d31m37.9s,3,0,3,859802718.495,987884001.495
SN1990N,1990-06-23,12h42m56.68s,13d15m23.4s,1,0,1,764791642.495,764791642.495
SN1990N,1990-06-23,12h42m56.68s,13d15m23.4s,4,0,4,764791641.995,955302825.495
SN1990O,1990-06-22,17h15m35.92s,16d19m25.8s,2,0,2,837863461.495,864067278.995
SN1990O,1990-06-22,17h15m35.92s,16d19m25.8s,2,0,2,837863461.495,864067278.995
SN1990R,1990-06-26,21h12m20.9s,12d36m37s,2,0,2,772834578.995,777213681.995
SN1990R,1990-06-26,21h12m20.9s,12d36m37s,3,0,3,772834578.995,811066585.995
SN1990T,1990-07-21,19h59m02.29s,-56d15m30.1s,2,0,2,843495715.495,874840617.995
SN1990T,1990-07-21,19h59m02.29s,-56d15m30.1s,4,0,4,843495715.495,993881084.995
SN1990U,1990-08-02,23h04m54.96s,12d18m20.1s,3,0,3,780787900.995,869404103.995
SN1990U,1990-08-02,23h04m54.96s,12d18m20.1s,5,0,5,780787900.995,939348429.495
SN1991ab,1991-05-08,13h59m21.63s,19d41m06.3s,1,0,1,862659911.495,862659911.495
SN1991ab,1991-05-08,13h59m21.63s,19d41m06.3s,1,0,1,862659911.495,862659911.495
SN1991ad,1991-05-13,16h19m24.2s,17d38m46s,2,0,2,836803836.495,868184735.995
SN1991ad,1991-05-13,16h19m24.2s,17d38m46s,4,0,4,800475241.995,868184735.995
SN1991ag,1991-06-09,20h00m08.61s,-55d22m03.1s,6,0,6,777811653.995,874852860.995
SN1991ag,1991-06-09,20h00m08.61s,-55d22m03.1s,6,0,6,777811653.995,874852860.995
SN1991ai,1991-07-02,14h27m55.17s,16d12m20.3s,1,0,1,863534550.495,863534550.495
SN1991ai,1991-07-02,14h27m55.17s,16d12m20.3s,6,0,6,801048840.995,990752957.995
SN1991am,1991-07-24,16h41m46.12s,37d44m47.6s,4,0,4,837875144.495,897381502.995
SN1991am,1991-07-24,16h41m46.12s,37d44m47.6s,4,0,4,837875144.495,897381502.995
SN1991as,1991-08-19,22h48m41s,8d10m12s,2,0,2,843738404.995,869581541.995
SN1991as,1991-08-19,22h48m41s,8d10m12s,2,0,2,843738404.995,869581541.995
SN1991B,1991-01-11,14h03m24.4s,-6d04m21s,2,0,2,862737239.995,863943416.495
SN1991B,1991-01-11,14h03m24.4s,-6d04m21s,4,0,4,799948575.495,863943416.495
SN1991bc,1991-10-12,3h20m45.66s,-1d02m47s,5,0,5,753713629.995,913301328.495
SN1991bc,1991-10-12,3h20m45.66s,-1d02m47s,5,0,5,753713629.995,913301328.495
SN1991bd,1991-10-15,4h02m49.66s,1d58m26.4s,5,0,5,784823729.995,882562193.995
SN1991bf,1991-11-13,23h52m15.36s,-29d26m28.9s,2,0,2,871800560.995,872652421.995
SN1991bg,1991-12-03,12h25m03.7s,12d52m15.6s,9,0,9,763016461.995,925831054.495
SN1991bg,1991-12-03,12h25m03.7s,12d52m15.6s,180,0,180,763016461.995,955125268.995
SN1991F,1991-02-10,10h56m02.21s,57d06m48.1s,26,0,26,763578739.995,767526012.495
SN1991F,1991-02-10,10h56m02.21s,57d06m48.1s,65,0,65,759625210.995,767526012.495
SN1991M,1991-03-12,15h58m34.82s,17d27m28.7s,2,0,2,836722166.495,837171740.995
SN1991M,1991-03-12,15h58m34.82s,17d27m28.7s,2,0,2,836722166.495,837171740.995
SN1991X,1991-05-05,13h01m01.4s,-14d30m28s,1,0,1,859263910.995,859263910.995
SN1991X,1991-05-05,13h01m01.4s,-14d30m28s,3,0,3,799243896.495,859263910.995
SN1992A,1992-01-11,3h36m27.41s,-34d57m31.4s,4,0,4,786225990.995,852211277.995
SN1992A,1992-01-11,3h36m27.41s,-34d57m31.4s,12,0,12,784344814.995,943672718.495
SN1992ae,1992-06-27,21h28m17.94s,-61d33m01.4s,2,0,2,744047460.995,747143134.495
SN1992ae,1992-06-27,21h28m17.94s,-61d33m01.4s,5,0,5,744047460.995,805818733.495
SN1992ag,1992-06-29,13h24m09.85s,-23d52m43.7s,2,0,2,768947205.995,861712779.995
SN1992ag,1992-06-29,13h24m09.85s,-23d52m43.7s,2,0,2,768947205.995,861712779.995
SN1992ap,1992-07-29,16h30m27.33s,41d29m16.1s,26,0,26,768663051.495,837911232.495
SN1992ap,1992-07-29,16h30m27.33s,41d29m16.1s,57,0,57,768663051.495,837911232.495
SN1992at,1992-08-02,21h27m09.2s,-36d59m58.2s,1,0,1,744377996.995,744377996.995
SN1992at,1992-08-02,21h27m09.2s,-36d59m58.2s,4,0,4,744377996.495,806646140.995
SN1992bf,1992-10-02,2h27m55.13s,20d19m45.2s,2,0,2,754055552.995,848052328.995
SN1992bf,1992-10-02,2h27m55.13s,20d19m45.2s,2,0,2,754055552.995,848052328.995
SN1992bg,1992-10-21,7h41m56.55s,-62d31m10s,2,0,2,856968365.995,856980196.995
SN1992bg,1992-10-21,7h41m56.55s,-62d31m10s,2,0,2,856968365.995,856980196.995
SN1992bh,1992-10-21,4h59m27.55s,-58d49m44.2s,2,0,2,845538487.495,849271695.995
SN1992bh,1992-10-21,4h59m27.55s,-58d49m44.2s,2,0,2,845538487.495,849271695.995
SN1992bi,1992-04-21,16h10m12.79s,39d47m12.5s,4,0,4,860322976.995,868552374.995
SN1992bi,1992-04-21,16h10m12.79s,39d47m12.5s,6,0,6,768490732.995,868552374.995
SN1992bp,1992-12-20,3h36m37.95s,-18d21m13.7s,1,0,1,754250557.995,754250557.995
SN1992bp,1992-12-20,3h36m37.95s,-18d21m13.7s,1,0,1,754250557.995,754250557.995
SN1992bs,1992-12-28,3h29m27.2s,-37d16m18.9s,2,0,2,876219777.495,882697810.995
SN1992bs,1992-12-28,3h29m27.2s,-37d16m18.9s,2,0,2,876219777.495,882697810.995
SN1992J,1992-03-03,10h09m00.3s,-26d38m24.4s,2,0,2,823841030.995,885129400.495
SN1992J,1992-03-03,10h09m00.3s,-26d38m24.4s,2,0,2,823841030.995,885129400.495
SN1992K,1992-03-03,13h10m04.2s,-46d26m30.3s,1,0,1,858335137.995,858335137.995
SN1992K,1992-03-03,13h10m04.2s,-46d26m30.3s,2,0,2,858335137.495,989409998.495
SN1992R,1992-04-08,16h37m09.41s,58d10m00.9s,3,0,3,772313820.995,837319900.495
SN1992R,1992-04-08,16h37m09.41s,58d10m00.9s,4,0,4,772313820.995,837319900.495
SN1992V,1992-04-22,12h34m45.94s,14d33m34.8s,1,0,1,860773335.995,860773335.995
SN1992V,1992-04-22,12h34m45.94s,14d33m34.8s,3,0,3,860773335.495,954136945.995
SN1993aa,1993-09-19,23h03m22.02s,-6d20m56.1s,4,0,4,776349038.495,872647038.995
SN1993aa,1993-09-19,23h03m22.02s,-6d20m56.1s,4,0,4,776349038.495,872647038.995
SN1993ae,1993-11-07,1h29m48.91s,-1d58m37.1s,3,0,3,752599560.495,908255130.495
SN1993ae,1993-11-07,1h29m48.91s,-1d58m37.1s,3,0,3,752599560.495,908255130.495
SN1993af,1993-11-15,5h08m00.71s,-37d29m18s,13,0,13,814783429.995,914448409.995
SN1993af,1993-11-15,5h08m00.71s,-37d29m18s,16,0,16,760110454.495,914448409.995
SN1993ai,1993-12-10,6h33m13s,51d20m42s,4,0,4,820065878.495,855299344.995
SN1993al,1993-12-22,12h22m12.62s,-1d08m24.5s,1,0,1,924624199.495,924624199.495
