SN Name,Object Name,RA,DEC,Type,Velocity,Redshift,Redshift Flag,Magnitude and Filter,Separation,References,Notes,Photometry Points,Positions,Redshift Points,Diameter Points,Associations,Host Name,Search Type,Distance Modulus,Distance Modulus Error,Host PGC,Host Morphology,Host Morphology Code,Host Position
SN1998M,SDSS J113344.45+040511.3,173.43488,4.08706,G,188869.0,0.63,,,0.0,10,0,0,2,1,0,0,A113344+0405,loc,,,,,,
SN1998Q,ABELL 3562,203.40125,-31.661109999999997,GClstr,14690.0,0.049,,15.5J,,209,5,6,12,10,0,1,Abell 3562,host,,,,,,
SN1998ab,NGC 4704,192.19345,41.92125,G,8134.0,0.027132,,14.52,,111,1,76,19,9,12,0,NGC 4704,host,34.85,0.17,43288.0,SBbc,3.8,J124846.4+415517
SN1998ac,H-ZSNS J093120.00-051624.3,142.83333000000002,-5.27342,G,,,,,0.001,6,0,2,2,0,0,0,A093120-0516,loc,,,,,,
SN1998ag,H-ZSNS J134336.42+000802.2,205.90175,0.13394,G,,,,,0.0,4,0,0,1,0,0,0,A134336+0008,loc,,,,,,
SN1998ah,WISEA J092815.85-052158.3,142.06558,-5.36608,G,,,,,0.001,3,0,12,2,0,0,0,A092815-0521,loc,,,,,,
SN1998ai,SDSS J134227.51-000644.9,205.61496,-0.11310999999999999,G,,,,,0.0,4,0,0,2,1,0,1,A134227-0006,loc,,,,,,
SN1998ak,WISEA J134416.27-001048.3,206.06758,-0.18036,G,,,,,0.0,4,0,12,3,1,0,0,A134416-0010,loc,,,,,,
SN1998al,WISEA J134305.42-002543.7,205.77238,-0.42861000000000005,G,,,,,0.0,4,0,12,3,1,0,0,A134305-0025,loc,,,,,,
SN1998ax,H-ZSNS J105716.38-033359.2,164.31825,-3.56644,G,149896.0,0.5,,,0.0,9,0,0,1,0,0,0,A105716-0333,loc,,,,,,
SN1998ay,SDSS J105721.76-031454.3,164.33963,-3.2471900000000002,G,191867.0,0.64,,,0.0,12,0,0,2,1,0,0,A105721-0314,loc,,,,,,
SN1998ba,SDSS J134337.16+021929.9,205.90383,2.32517,G,128911.0,0.43,,,0.0,14,0,0,2,1,0,0,A134336+0219,loc,,,,,,
SN1998bd,H-ZSNS J134529.05+015732.5,206.37104,1.9590299999999998,G,74948.0,0.25,,,0.0,4,0,0,1,0,0,0,A134529+0157,loc,,,,,,
SN1998be,SDSS J134621.10+020237.8,206.58704,2.0445599999999997,G,191867.0,0.64,,,0.0,11,0,0,2,1,0,0,A134620+0202,loc,,,,,,
SN1998bi,H-ZSNS J134744.72+022057.2,206.93633,2.34922,G,224844.0,0.75,,,0.0,14,0,0,1,0,0,0,A134744+0220,loc,,,,,,
SN1998bk,H-ZSNS J134848.25+025841.2,207.20103999999998,2.97811,G,122915.0,0.41,:,,0.0,4,0,0,1,0,0,0,A134848+0258,loc,,,,,,
SN1998bn,NGC 4462,187.33841999999999,-23.16636,G,1792.0,0.0059770000000000005,,13.12,,94,3,30,16,9,19,0,NGC 4462,host,32.56,0.54,41150.0,SBab,2.1,J122921.1-231000
SN1998bq,ABELL 2029,227.72917,5.72,GClstr,23168.0,0.07728,,16.0J,,631,7,20,13,14,0,3,Abell 2029,host,,,,,,
SN1998br,ABELL 2029,227.72917,5.72,GClstr,23168.0,0.07728,,16.0J,,631,7,20,13,14,0,3,Abell 2029,host,,,,,,
SN1998bs,ABELL 3558,201.98958000000002,-31.5025,GClstr,14390.0,0.048,,15.1J,,318,4,7,21,19,0,0,Abell 3558,host,,,,,,
SN1998cd,2MFGC 08366,161.26475,39.42139,G,7491.0,0.024987,,16.5g,,10,0,26,4,2,4,1,2MFGC 08366,host,,,,,,
SN1998ci,WISEA J124101.16-063947.2,190.25484,-6.663130000000001,IrS,,,,,0.002,0,0,12,1,0,0,0,A124101-0639,loc,,,,,,
SN1998cm,ABELL 1780,206.15932,2.8827700000000003,GClstr,23564.0,0.0786,,16.6J,,45,0,0,5,4,0,0,Abell 1780,host,,,,,,
SN1998cq,ABELL 2819,11.462769999999999,-63.57819,GClstr,22394.0,0.0747,,16.0J,,33,0,0,6,3,0,0,Abell 2819,host,,,,,,
SN1998cs,UGC 10432,247.66338,41.21067,G,9762.0,0.032563,,15.5g,,48,0,38,12,6,11,0,UGC 10432,host,,,,,,
SN1998cw,GALEXASC J225619.94-350958.4,344.08196,-35.16664,G,,,,,0.0,3,0,4,2,0,0,1,A225619-3509,loc,,,,,,
SN1998dj,NGC 0788,30.27686,-6.815519999999999,G,4078.0,0.013603,,13.00,,225,10,102,34,22,7,0,NGC 788,host,,,,,,
SN1998do,ABELL 0168,18.8,0.33,GClstr,13491.0,0.045,,15.4J,,245,2,3,8,10,0,0,Abell 168,host,,,,,,
SN1998dq,NGC 6754,287.85717,-50.64181,G,3257.0,0.010864,,12.89,,81,5,55,15,8,19,0,NGC 6754,host,,,,,,
SN1998dr,WISEA J000930.75-485039.4,2.37783,-48.844390000000004,G,,,,16.7r,0.012,3,0,17,4,0,0,0,A000930-4850,loc,,,,,,
SN1998du,ABELL 2819,11.462769999999999,-63.57819,GClstr,22394.0,0.0747,,16.0J,,33,0,0,6,3,0,0,Abell 2819,host,,,,,,
SN1998dv,ABELL 3266,67.85042,-61.44389,GClstr,17658.0,0.0589,,15.5J,,289,5,9,12,8,0,0,Abell 3266,host,,,,,,
SN1998dy,ABELL 3266,67.85042,-61.44389,GClstr,17658.0,0.0589,,15.5J,,289,5,9,12,8,0,0,Abell 3266,host,,,,,,
SN1998ea,ABELL 3266,67.85042,-61.44389,GClstr,17658.0,0.0589,,15.5J,,289,5,9,12,8,0,0,Abell 3266,host,,,,,,
SN1998ef,UGC 00646,15.859960000000001,32.237359999999995,G,5319.0,0.017741999999999997,,13.8B,,94,0,45,13,13,6,0,UGC 646,host,33.89,0.15,3773.0,SBb,2.5,J010326.4+321414
SN1998em,IC 4837A,288.81737999999996,-54.1325,G,2847.0,0.009498000000000001,,12.55,,51,4,52,11,6,16,0,IC 4837A,host,,,,,,
SN1998en,UGC 03645,106.005,50.680170000000004,G,6385.0,0.021297999999999997,,15.5,,32,0,41,11,1,6,0,UGC 3645,host,,,,,,
SN1998eo,WISEA J045615.53-034639.5,74.06446,-3.7774199999999998,G,251826.0,0.84,,,0.0,5,0,12,3,1,0,0,A045615-0346,loc,,,,,,
SN1998eu,SDSS J005958.63+141801.0,14.994420000000002,14.30011,G,54262.0,0.18100000000000002,,21.0r,0.0,9,0,0,2,1,0,0,A005958+1418,loc,,,,,,
SN1998ez,ABELL 3188,59.44316,-27.040670000000002,GClstr,19123.0,0.063787,,17.1J,,14,0,0,2,0,0,0,Abell 3188,host,,,,,,
SN1999F,LCRS B112442.8-055359,171.81454,-6.17531,G,32532.0,0.108516,,18.23,0.11599999999999999,5,0,18,7,2,0,0,A112715-0610,loc,,,,,,
SN1999T,H-ZSNS J092701.77-054022.0,141.75737,-5.67278,G,206857.0,0.69,,,0.001,3,0,0,1,0,0,0,A092701-0540,loc,,,,,,
SN1999U,H-ZSNS J092642.96-053757.8,141.679,-5.63272,G,149896.0,0.5,,,0.001,10,0,0,1,0,0,0,A092642-0537,loc,,,,,,
SN1999X,CGCG 180-022,133.63263,36.50962,G,7546.0,0.025171000000000002,,15.5g,,46,0,70,13,9,10,0,CGCG 180-022,host,35.11,0.17,25005.0,SBa,1.0,J085431.8+363035
SN1999aa,NGC 2595,126.9251,21.479110000000002,G,4330.0,0.014443000000000001,,13.7g,,266,5,130,29,26,18,0,NGC 2595,host,34.04,0.17,23725.0,Sc,5.0,J082742.0+212845
SN1999ac,NGC 6063,241.80415,7.97899,G,2848.0,0.0095,,13.7g,,195,1,87,32,24,14,0,NGC 6063,host,33.05,0.15,57205.0,Sc,5.8,J160713.0+075844
SN1999af,LCRS B134213.7-062515,206.21136,-6.67137,G,29080.0,0.09699999999999999,,17.99,0.091,5,0,18,5,0,0,0,A134450-0640,loc,,,,,,
SN1999as,SCP J091630.86+133902.2,139.12858,13.65061,G,35975.0,0.12,,,0.0,20,0,1,1,0,0,0,A091630+1339,loc,,,,,,
SN1999av,WISEA J105549.63-092024.9,163.95683,-9.34033,G,16098.0,0.053697,,16.67,0.040999999999999995,10,0,31,4,1,2,0,A105549-0920,loc,,,,,,
SN1999aw,SCP J110136.37-060631.6,165.40153999999998,-6.10878,G,11992.0,0.04,,,0.001,43,0,0,3,2,0,0,A110136-0606,loc,,,,,,
SN1999ax,MAPS-NGP O_440_2753331,210.99217000000002,15.851920000000002,G,14990.0,0.05,,18.76,0.061,9,0,0,1,0,0,0,A140357+1551,loc,,,,,,
SN1999az,WISEA J101856.34-102519.5,154.73487,-10.42169,G,44969.0,0.15,,,0.0,4,0,12,3,0,0,0,A101856-1025,loc,,,,,,
SN1999bf,SDSS J114952.26-004119.3,177.46783,-0.68886,G,71950.0,0.24,,,0.0,4,0,0,3,2,0,0,A114952-0041,loc,,,,,,
SN1999bi,WISEA J110115.66-114515.6,165.31546,-11.754439999999999,G,37174.0,0.124,,,0.012,9,0,17,3,0,0,0,A110115-1145,loc,,,,,,
SN1999bl,WISEA J111213.52-050441.4,168.05604,-5.07836,G,89938.0,0.3,,,0.059000000000000004,4,0,12,2,0,0,0,A111213-0504,loc,,,,,,
SN1999bq,LCRS B130416.4-122114,196.72664,-12.62112,G,44669.0,0.149,,18.22,0.076,6,0,13,3,0,0,0,A130654-1237,loc,,,,,,
SN1999bt,SSTSL2 J171139.06+722517.8,257.91275,72.42161999999999,IrS,,,,,0.105,0,0,4,1,0,0,0,A171137+7225,loc,,,,,,
SN1999by,NGC 2841,140.51098000000002,50.97652,G,638.0,0.002128,,9.53B,,993,21,209,47,25,8,2,NGC 2841,host,30.82,0.14,26512.0,SBb,2.9,J092202.7+505836
SN1999cb,MRK 0881,246.45526,40.3452,G,8637.0,0.028810000000000002,,14.9g,,79,1,81,21,17,11,0,MCG +07-34-28,host,,,,,,
SN1999cc,NGC 6038,240.66896,37.3595,G,9392.0,0.031327999999999995,,13.9g,,99,0,73,22,16,15,1,NGC 6038,host,35.54,0.17,56812.0,Sc,5.1,J160240.5+372134
SN1999cf,UGC 08539,203.37091999999998,33.04238,G,7353.0,0.024527,,14.1g,,60,1,77,24,15,15,0,UGC 8539,host,,,,,,
SN1999ch,SDSS J165445.70+395913.7,253.69045,39.987159999999996,G,,,,21.2g,0.004,1,0,15,2,1,4,0,A165445+3959,loc,,,,,,
SN1999ci,WOOTS J145212.70+275422.2,223.05292000000003,27.90617,G,35975.0,0.12,,19.6r,0.0,8,0,0,1,0,0,0,A145212+2754,loc,,,,,,
SN1999cj,SCP J101402.29-001401.9,153.50954,-0.23385999999999998,G,107925.0,0.36,,,0.044000000000000004,6,0,0,1,0,0,0,A101402-0014,loc,,,,,,
SN1999ck,WISEA J140856.47-000549.0,212.23531,-0.09698,G,129510.0,0.43200000000000005,,22.0g,0.039,6,0,27,3,1,4,0,A140856-0005,loc,,,,,,
SN1999cl,MESSIER 088,187.9965,14.42039,G,2281.0,0.007609,,9.56B,,762,21,177,56,34,8,1,NGC 4501,host,31.5,0.3,41517.0,Sb,3.3,J123159.3+142512
SN1999cp,NGC 5468,211.64538,-5.45311,G,2842.0,0.00948,,12.7B,,175,6,51,21,10,7,1,NGC 5468,host,33.19,0.17,50323.0,SABc,6.0,J140634.9-052711
SN1999ct,B3 1310+465,198.27012,46.26437,G,53963.0,0.18,,21.7g,0.049,11,0,29,4,1,4,1,A131304+4615,loc,,,,,,
SN1999dg,UGC 09758,227.86687,13.48355,G,6613.0,0.022059,,14.19,,38,0,48,12,4,11,0,UGC 9758,host,,,,,,
SN1999dq,NGC 0976,38.50008,20.976779999999998,G,4295.0,0.014327000000000001,,12.6B,,160,3,80,20,12,8,0,NGC 976,host,33.32,0.16,9776.0,Sbc,4.1,J023400.0+205836
SN1999dr,WISEA J230017.29-000515.4,345.07209,-0.08763,G,54562.0,0.182,,19.82,0.08199999999999999,7,0,34,5,1,4,0,A230017-0005,loc,,,,,,
SN1999du,WISEA J010706.07-000753.7,16.77475,-0.13161,G,78845.0,0.263,,,0.0,8,0,16,3,0,0,0,A010705-0007,loc,,,,,,
SN1999dw,SDSS J012252.94-001620.7,20.72061,-0.27243,G,134007.0,0.447,,22.0g,0.036000000000000004,6,0,15,2,1,4,0,A012252-0016,loc,,,,,,
SN1999dx,WISEA J013359.45+000414.7,23.49774,0.07073,G,80944.0,0.27,,20.4g,0.018000000000000002,8,0,33,4,1,4,0,A013359+0004,loc,,,,,,
SN1999dz,GALEXMSC J013703.15+000158.1,24.2635,0.03275,G,146299.0,0.488,,,0.0,6,0,4,2,0,0,0,A013703+0001,loc,,,,,,
SN1999ea,SCP J014726.09-000207.2,26.85871,-0.03533,G,119617.0,0.39899999999999997,,,0.0,6,0,0,1,0,0,0,A014726-0002,loc,,,,,,
SN1999ec,NGC 2207,94.09179,-21.37267,G,2741.0,0.009143,,11.3B,,231,8,68,27,10,18,1,NGC 2207,host,,,,,,
SN1999ee,IC 5179,334.03792000000004,-36.843720000000005,G,3422.0,0.011415,,12.38,,311,6,121,32,21,18,1,IC 5179,host,33.14,0.15,68455.0,Sbc,4.0,J221609.1-365037
SN1999ej,NGC 0495,20.73333,33.47167,G,4114.0,0.013722999999999999,,13.2B,,111,3,40,18,10,7,0,NGC 495,host,34.11,0.17,5037.0,S0-a,0.2,J012256.2+332813
SN1999fc,SCP J030230.41+001014.0,45.626709999999996,0.17056,G,194865.0,0.65,,,0.0,4,0,8,2,0,0,0,A030230+0010,loc,,,,,,
SN1999fd,SCP J030317.49+000306.6,45.82288,0.051829999999999994,G,263817.0,0.88,,,0.0,4,0,3,2,0,0,0,A030317+0003,loc,,,,,,
SN1999fi,H-ZSNS J022811.67+004339.3,37.048629999999996,0.72758,G,233838.0,0.78,,,0.0,5,0,8,2,0,0,0,A022811+0043,loc,,,,,,
SN1999fm,H-ZSNS J023035.62+010943.3,37.64842,1.16203,G,278807.0,0.93,,,0.0,11,0,0,1,0,0,0,A023035+0109,loc,,,,,,
SN1999fu,DEEP2 32100492,352.45099,0.14115,G,340121.0,1.13452,,23.6R,0.02,12,0,0,2,2,0,0,A232948+0008,loc,,,,,,
SN1999fv,H-ZSNS J233035.80+001640.0,352.64917,0.27778,G,368745.0,1.23,,,0.0,14,0,0,1,0,0,0,A233035+0016,loc,,,,,,
SN1999fw,SDSS J233153.01+000933.5,352.97089,0.15932000000000002,G,83942.0,0.28,,22.3g,0.021,12,0,15,2,1,4,0,A233153+0009,loc,,,,,,
SN1999fx,WISEA J233337.80+001206.2,353.40757,0.20132,G,146898.0,0.49,,21.9g,0.017,4,0,27,3,1,4,0,A233337+0012,loc,,,,,,
SN1999fz,UGC 08164,195.57627,78.54205999999999,G,6637.0,0.022139,,14.8,,27,2,44,12,5,7,0,UGC 8164,host,,,,,,
SN1999gh,NGC 2986,146.06683,-21.278000000000002,G,2302.0,0.007679000000000001,,11.72,,206,8,82,21,11,18,0,NGC 2986,host,32.44,0.17,27885.0,E,-4.7,J094416.0-211642
SN1999gj,NGC 3251,157.32016000000002,26.099239999999998,G,5086.0,0.016965,,13.6g,,63,1,60,30,23,11,0,NGC 3251,host,,,,,,
SN1999gr,KUG 1206+295B,182.28994,29.2735,G,3928.0,0.013102,,16.0g,,35,1,34,10,10,8,0,MCG +05-29-24,host,,,,,,
SN1999gs,NGC 4725,192.61076,25.5008,G,1206.0,0.004023,,10.11,,609,18,230,53,25,8,0,NGC 4725,host,30.55,0.15,43451.0,SABa,2.2,J125026.6+253003
SN1999gt,LEDA 5067953,53.04329,-28.104440000000004,G,82143.0,0.27399999999999997,,,0.024,6,0,1,1,0,0,0,A033210-2806,loc,,,,,,
SN1999gx,LEDA 5067954,8.56446,0.07393999999999999,G,147798.0,0.493,,,0.0,5,0,0,1,0,0,0,A003415+0004,loc,,,,,,
SN2000A,NGC 7674A,351.99492000000004,8.782810000000001,G,8852.0,0.029526999999999998,,16.10,,59,2,54,12,8,5,0,MCG +01-59-81,host,,,,,,
SN2000E,NGC 6951,309.30871,66.10564000000001,G,1424.0,0.00475,,10.0B,,443,26,101,28,17,8,1,NGC 6951,host,31.37,0.2,65086.0,SABb,3.9,J203714.1+660620
SN2000T,WISEA J123620.50-122822.5,189.08553999999998,-12.47289,G,53963.0,0.18,,,0.046,3,0,16,3,0,0,0,A123620-1228,loc,,,,,,
SN2000V,LCRS B120055.0-053033,180.86983,-5.78736,G,,,,17.46,0.008,3,0,30,5,0,2,0,A120328-0547,loc,,,,,,
SN2000al,WISEA J133201.08-021136.8,203.00454,-2.1935,G,59958.0,0.2,?,19.9g,,4,0,28,4,1,4,0,SDSS J133201.08-021136.6,host,,,,,,
SN2000bk,NGC 4520,188.45791,-7.375539999999999,G,7628.0,0.025444,,14.47,,49,2,35,13,5,4,0,NGC 4520,host,35.15,0.16,41748.0,E-S0,-3.1,J123349.9-072232
SN2000bn,SDSS J093541.08+043213.3,143.9212,4.53704,G,,,,20.4g,0.016,1,0,19,3,0,4,0,A093541+0432,loc,,,,,,
SN2000ca,ESO 383- G 032,203.84471000000002,-34.15958,G,7080.0,0.023615999999999998,,15.10,,51,1,22,6,4,16,0,ESO 383-G32,host,34.91,0.17,47913.0,Sc,5.0,J133523.0-340939
SN2000cf,MCG +11-19-025,238.23221,65.93558,G,10920.0,0.036425,,17,,43,0,31,7,2,4,0,MCG +11-19-25,host,36.02,0.17,56286.0,Sbc,4.2,J155255.8+655608
SN2000cj,NGC 6753,287.8485,-57.04956,G,3169.0,0.01057,,11.97,,151,12,87,18,15,17,0,NGC 6753,host,31.9,0.5,62870.0,Sb,3.0,J191123.5-570258
SN2000cv,CGCG 292-085,183.92003,61.88991,G,6071.0,0.020252000000000003,,14.8g,,55,1,79,14,9,12,0,CGCG 292-085,host,,,,,,
SN2000cx,NGC 0524,21.198829999999997,9.53883,G,2403.0,0.008015999999999999,,11.3,,449,11,103,29,14,8,0,NGC 524,host,31.9,0.28,5222.0,S0-a,-1.2,J012447.7+093220
SN2000dd,ESO 528- G 019,308.73329,-23.10506,G,12726.0,0.042449,,15,,17,1,37,7,2,15,0,MCG -04-48-19,host,,,,,,
SN2000df,CGCG 051-070,243.54827999999998,6.15103,G,11754.0,0.039207,,15.5,,29,0,43,9,6,6,0,CGCG 051-070,host,,,,,,
SN2000dk,NGC 0382,16.84946,32.403859999999995,G,5229.0,0.017442,,14.22,,158,5,24,17,17,4,1,NGC 382,host,34.09,0.15,3981.0,E,-4.8,J010723.7+322414
SN2000dm,UGC 11198,274.74662,16.24956,G,4518.0,0.015069999999999998,,13.5B,,44,0,23,9,3,5,1,UGC 11198,host,,,,,,
SN2000dp,NGC 1139,43.19505,-14.529320000000002,G,10543.0,0.035168,,15.4b,,19,0,36,11,1,6,0,NGC 1139,host,,,,,,
SN2000dx,UGC 01775,34.60983,5.65384,G,9108.0,0.030381000000000002,,13.80,,64,4,50,18,9,9,0,UGC 1775,host,,,,,,
SN2000dy,H-ZSNS J232535.93-002234.0,351.39971,-0.37611,G,182873.0,0.61,,,0.0,5,0,0,1,0,0,0,A232535-0022,loc,,,,,,
SN2000dz,H-ZSNS J233041.36+001842.7,352.67233,0.31185999999999997,G,149896.0,0.5,,,0.0,10,0,2,2,1,0,0,A233041+0018,loc,,,,,,
SN2000ec,H-ZSNS J021132.03-041356.1,32.88346,-4.23225,G,140902.0,0.47,,,0.0,10,0,0,2,1,0,0,A021132-0413,loc,,,,,,
SN2000ee,H-ZSNS J022734.53+011149.4,36.89366,1.19736,G,140902.0,0.47,,22.9R,0.023,11,0,2,2,2,0,0,A022734+0111,loc,,,,,,
SN2000ej,IC 1371,320.06521000000004,-4.87654,G,9102.0,0.030361000000000003,,14.96,,25,1,32,11,3,6,0,IC 1371,host,,,,,,
SN2000eq,WISEA J210357.79-094126.9,315.99082000000004,-9.69083,IrS,,,,,0.091,0,0,12,1,0,0,0,A210357-0941,loc,,,,,,
SN2000et,NGSS J082115.26+010920.1,125.3135,1.15562,G,,,,16.9g,0.085,7,0,46,5,0,6,0,A082115+0109,loc,,,,,,
SN2000eu,GALEXASC J090012.90-053502.5,135.05377,-5.58403,UvS,,,,,0.037000000000000005,0,0,4,1,0,0,0,A090013-0535,loc,,,,,,
SN2000fo,CGCG 475-012,344.60781000000003,26.63894,G,7152.0,0.023857,,15.3,,27,0,35,10,5,2,0,CGCG 475-012,host,,,,,,
SN2000fq,SDSS J092338.07+295225.7,140.907,29.873890000000003,G,209855.0,0.7,,,0.0,4,0,0,2,1,0,0,A092337+2952,loc,,,,,,
SN2000fr,SCP J140157.75+044342.4,210.49062,4.72844,G,162787.0,0.5429999999999999,,,0.0,19,0,0,1,0,0,0,A140157+0443,loc,,,,,,
SN2000fw,SDSS J143014.06+003035.3,217.55862000000002,0.50981,G,656546.0,2.19,,18.3g,0.001,11,0,23,5,2,4,0,A143014+0030,loc,,,,,,
SN2000fx,2MASS J10180049-0001585,154.50207,-0.03292,IrS,,,,,0.001,0,0,6,1,0,0,0,A101800-0001,loc,,,,,,
SN2000fy,WISEA J080312.61+473649.5,120.80252,47.61379,G,35162.0,0.117289,,17.9g,0.005,23,0,55,12,7,6,0,A080313+4736,loc,,,,,,
SN2000fz,WISEA J011835.83+144100.4,19.64933,14.68346,IrS,,,,,0.006,0,0,12,1,0,0,0,A011836+1441,loc,,,,,,
SN2000ga,WISEA J022903.73-082413.7,37.26552,-8.403789999999999,G,42172.0,0.14067000000000002,,18.5g,0.015,15,0,67,9,4,10,0,A022904-0824,loc,,,,,,
SN2001C,CGCG 285-012,104.89251000000002,59.51859,G,3280.0,0.010941,,15.2,,40,0,43,15,6,2,0,CGCG 285-012,host,33.19,0.19,19975.0,Sbc,4.2,J065934.3+593106
SN2001E,NGC 3905,177.27045,-9.72983,G,5774.0,0.01926,,12.9B,,62,0,46,13,8,7,0,NGC 3905,host,34.65,0.2,36909.0,Sc,4.7,J114904.9-094348
SN2001G,MCG +08-17-043,137.38721,50.281859999999995,G,5028.0,0.01677,,15.8g,,41,0,71,13,7,12,0,MCG +08-17-43,host,34.11,0.17,25794.0,Sab,2.5,J090933.0+501654
SN2001O,WISEA J103336.38+001201.0,158.4015,0.20033,G,26052.0,0.0869,,20.2b,0.001,5,0,19,3,1,0,0,A103336+0012,loc,,,,,,
SN2001al,WOOTS J154451.74+360729.0,236.21558,36.12472,G,20985.0,0.07,?,,0.0,6,0,0,1,0,0,0,A154451+3607,loc,,,,,,
SN2001ba,ESO 439- G 018,174.50204,-32.324690000000004,G,8861.0,0.029557,,14.06,,94,2,46,12,11,18,0,MCG -05-28-01,host,35.49,0.16,36028.0,Sbc,3.8,J113800.5-321929
SN2001bs,UGC 10018,235.91478999999998,67.76083,G,8750.0,0.029187,,14.70,,37,0,39,10,4,7,1,UGC 10018,host,,,,,,
SN2001bt,IC 4830,288.45232999999996,-59.29436,G,4388.0,0.014637,,13.17,,67,1,58,9,5,17,0,IC 4830,host,,,,,,
SN2001cg,IC 3900,193.92208,27.250759999999996,G,7115.0,0.023733,,14.6g,,102,1,62,27,20,10,0,IC 3900,host,35.7,0.5,44068.0,S0,-2.2,J125541.3+271503
SN2001cj,UGC 08399,200.43938,31.237240000000003,G,7265.0,0.024233,,14.7g,,94,0,79,27,19,11,0,UGC 8399,host,,,,,,
SN2001cq,SCP J160518.70+431142.1,241.32792,43.195029999999996,G,59958.0,0.2,?,,0.0,5,0,0,1,0,0,0,A160518+4311,loc,,,,,,
SN2001cr,SCP J132422.71+273433.9,201.09463,27.576079999999997,G,305788.0,1.02,?,,0.0,5,0,0,1,0,0,0,A132422+2734,loc,,,,,,
SN2001cs,SDSS J132517.28+271324.4,201.32217,27.223390000000002,G,129091.0,0.4306,,21.6V,0.0,6,0,15,3,2,0,0,A132517+2713,loc,,,,,,
SN2001cu,SCP J132532.73+274134.4,201.38637,27.692890000000002,G,149896.0,0.5,?,,0.0,5,0,0,1,0,0,0,A132532+2741,loc,,,,,,
SN2001cv,SCP J132534.84+273702.6,201.39517,27.617390000000004,G,311784.0,1.04,,,0.0,5,0,0,1,0,0,0,A132534+2737,loc,,,,,,
SN2001cw,SCP J152306.31+293931.9,230.77629,29.658859999999997,G,278807.0,0.93,,,0.0,6,0,0,1,0,0,0,A152306+2939,loc,,,,,,
SN2001dd,UGC 11579,307.73028999999997,-0.64933,G,5829.0,0.019443000000000002,,16.0,,37,0,39,12,6,6,0,UGC 11579,host,34.69,0.3,64862.0,Sc,5.8,J203055.2-003858
SN2001dt,UGC 12558,350.58033,50.15911,G,8945.0,0.029837,,14.0,,24,1,23,7,3,5,0,UGC 12558,host,,,,,,
SN2001ed,NGC 0706,27.96054,6.29689,G,4980.0,0.016611,,13.20,,72,1,54,17,11,8,0,NGC 706,host,,,,,,
SN2001ei,2MASS J23510284+2710509,357.76229,27.18072,G,,,,,0.084,8,0,6,2,0,0,0,LOTOSS J235102.95+271050.6,loc,,,,,,
SN2001en,NGC 0523,21.336389999999998,34.02496,G,4758.0,0.015871,,12.3B,,126,4,72,20,19,7,0,NGC 523,host,33.87,0.17,5268.0,Sbc,4.2,J012520.8+340130
SN2001es,2MASX J02020834+1905246,30.534670000000002,19.09028,G,19954.0,0.06656000000000001,SPEC,,,8,0,9,4,2,2,1,2MASX J02020834+1905246,host,,,,,,
SN2001fg,WISEA J211245.45-005232.1,318.18937,-0.8756299999999999,G,9324.0,0.0311,,17.2g,,12,0,33,6,2,4,0,SDSS J211245.44-005232.2,host,,,,,,
SN2001fu,ESO 563- G 031,133.07639,-17.74454,G,1695.0,0.005654,,14,,32,2,30,12,5,6,0,MCG -03-23-11,host,32.2,0.5,24913.0,S0,-2.0,J085218.3-174440
SN2001gm,SCP J140151.18+050538.5,210.46325,5.09403,G,143301.0,0.478,,,0.0,8,0,0,1,0,0,0,A140151+0505,loc,,,,,,
SN2001gn,SCP J140159.90+050459.6,210.49957999999998,5.08322,G,329772.0,1.1,,,0.0,6,0,0,1,0,0,0,A140159+0504,loc,,,,,,
SN2001go,SCP J140200.95+050059.2,210.50396,5.01644,G,165485.0,0.552,,,0.0,10,0,0,1,0,0,0,A140200+0500,loc,,,,,,
SN2001gr,SCP J100423.27+074048.3,151.09696,7.68008,G,162188.0,0.541,,,0.0,7,0,0,1,0,0,0,A100423+0740,loc,,,,,,
SN2001gt,SCP J100239.31+071633.0,150.66378999999998,7.27583,G,167884.0,0.56,?,,0.0,5,0,0,1,0,0,0,A100239+0716,loc,,,,,,
SN2001gu,WISEA J100328.67+072437.9,150.86921,7.410810000000001,G,232939.0,0.777,,,0.0,6,0,12,2,0,0,0,A100328+0724,loc,,,,,,
SN2001gv,WISEA J100021.06+065204.1,150.08825,6.867719999999999,G,198163.0,0.6609999999999999,,,0.0,5,0,12,3,1,0,0,A100021+0652,loc,,,,,,
SN2001gy,SCP J135704.54+043059.8,209.26892,4.51661,G,153194.0,0.511,,,0.0,9,0,0,1,0,0,0,A135704+0430,loc,,,,,,
SN2001ha,SCP J100633.50+073803.2,151.63958,7.63422,G,173880.0,0.58,,,0.0,8,0,0,1,0,0,0,A100633+0738,loc,,,,,,
SN2001hb,SCP J135711.96+042026.9,209.29983000000001,4.34081,G,314782.0,1.05,,,0.0,6,0,0,1,0,0,0,A135711+0420,loc,,,,,,
SN2001hc,SCP J094431.52+080202.8,146.13133,8.03411,G,104927.0,0.35,,,0.0,8,0,0,1,0,0,0,A094431+0802,loc,,,,,,
SN2001ib,NGC 7242,333.91875,37.30056,GPair,5790.0,0.019313,,14.6,,54,3,6,8,7,4,0,NGC 7242,host,,,,,,
SN2001il,SDSS J022641.38-005731.4,36.67242,-0.95875,G,,,,20.1g,0.008,1,0,15,2,1,4,1,A022641-0057,loc,,,,,,
