Name,Disc. Date,Band,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch,File
SDSS-II SN 4129,2005-09-25,NUV,0h51m58.817s,-1d13m04.94s,2,1,1,721,755,755,SDSS-II_SN_4129-NUV.fits.gz
SDSS-II SN 4175,2005-09-25,FUV,2h12m41.616s,-1d10m30.936s,4,2,2,355,1123,420,SDSS-II_SN_4175-FUV.fits.gz
SDSS-II SN 4175,2005-09-25,NUV,2h12m41.616s,-1d10m30.936s,4,2,2,355,1123,420,SDSS-II_SN_4175-NUV.fits.gz
SDSS-II SN 4181,2005-09-21,FUV,2h31m16.27s,-1d07m51.6s,4,1,3,694,1141,45,SDSS-II_SN_4181-FUV.fits.gz
SDSS-II SN 4181,2005-09-21,NUV,2h31m16.27s,-1d07m51.6s,4,1,3,694,1141,45,SDSS-II_SN_4181-NUV.fits.gz
SDSS-II SN 4206,2005-09-24,FUV,23h38m18.522s,-0d29m11.3s,4,2,2,711,1068,364,SDSS-II_SN_4206-FUV.fits.gz
SDSS-II SN 4206,2005-09-24,NUV,23h38m18.522s,-0d29m11.3s,4,2,2,711,1068,364,SDSS-II_SN_4206-NUV.fits.gz
SDSS-II SN 4211,2005-09-13,FUV,0h02m02.191s,-0d31m52.7412s,7,1,6,693,751,748,SDSS-II_SN_4211-FUV.fits.gz
SDSS-II SN 4211,2005-09-13,NUV,0h02m02.191s,-0d31m52.7412s,7,1,6,693,751,748,SDSS-II_SN_4211-NUV.fits.gz
SDSS-II SN 4229,2005-09-22,NUV,0h23m10.49s,0d18m49.77s,28,27,1,748,1488,1488,SDSS-II_SN_4229-NUV.fits.gz
SDSS-II SN 4236,2005-09-24,FUV,0h07m37.36s,-1d01m06s,6,3,3,747,1100,739,SDSS-II_SN_4236-FUV.fits.gz
SDSS-II SN 4236,2005-09-24,NUV,0h07m37.36s,-1d01m06s,6,3,3,747,1100,739,SDSS-II_SN_4236-NUV.fits.gz
SDSS-II SN 4307,2005-09-21,FUV,1h59m51s,0d56m58.87s,4,3,1,351,63,64,SDSS-II_SN_4307-FUV.fits.gz
SDSS-II SN 4307,2005-09-21,NUV,1h59m51s,0d56m58.87s,7,3,4,351,1492,64,SDSS-II_SN_4307-NUV.fits.gz
SDSS-II SN 4311,2005-09-25,FUV,2h08m31.43s,1d01m11.9s,4,1,3,671,1123,1123,SDSS-II_SN_4311-FUV.fits.gz
SDSS-II SN 4311,2005-09-25,NUV,2h08m31.43s,1d01m11.9s,4,1,3,671,1123,1123,SDSS-II_SN_4311-NUV.fits.gz
SDSS-II SN 4313,2005-09-25,FUV,2h24m36.102s,1d02m05.07s,5,1,4,671,1125,35,SDSS-II_SN_4313-FUV.fits.gz
SDSS-II SN 4313,2005-09-25,NUV,2h24m36.102s,1d02m05.07s,5,1,4,671,1125,35,SDSS-II_SN_4313-NUV.fits.gz
SDSS-II SN 4360,2005-09-14,FUV,1h18m37.42s,0d54m56.8s,6,2,4,353,1117,440,SDSS-II_SN_4360-FUV.fits.gz
SDSS-II SN 4360,2005-09-14,NUV,1h18m37.42s,0d54m56.8s,6,2,4,353,1117,440,SDSS-II_SN_4360-NUV.fits.gz
SDSS-II SN 4361,2005-09-13,FUV,0h21m21.298s,-0d37m06.6576s,8,1,7,356,1112,367,SDSS-II_SN_4361-FUV.fits.gz
SDSS-II SN 4361,2005-09-13,NUV,0h21m21.298s,-0d37m06.6576s,8,1,7,356,1112,367,SDSS-II_SN_4361-NUV.fits.gz
SDSS-II SN 4455,2005-09-26,FUV,3h28m37.497s,-0d03m37.67s,5,1,4,671,1179,821,SDSS-II_SN_4455-FUV.fits.gz
SDSS-II SN 4455,2005-09-26,NUV,3h28m37.497s,-0d03m37.67s,5,1,4,671,1179,821,SDSS-II_SN_4455-NUV.fits.gz
SDSS-II SN 4540,2005-09-15,FUV,3h35m56.232s,-0d29m45.78s,3,1,2,658,1177,451,SDSS-II_SN_4540-FUV.fits.gz
SDSS-II SN 4540,2005-09-15,NUV,3h35m56.232s,-0d29m45.78s,3,1,2,658,1177,451,SDSS-II_SN_4540-NUV.fits.gz
SDSS-II SN 4557,2005-09-26,FUV,1h55m10.8s,0d16m04.3572s,4,2,2,356,1120,1120,SDSS-II_SN_4557-FUV.fits.gz
SDSS-II SN 4557,2005-09-26,NUV,1h55m10.8s,0d16m04.3572s,14,2,12,356,1900,1120,SDSS-II_SN_4557-NUV.fits.gz
SDSS-II SN 4558,2005-09-13,FUV,1h59m32.51s,0d17m24.3s,4,3,1,343,71,72,SDSS-II_SN_4558-FUV.fits.gz
SDSS-II SN 4558,2005-09-13,NUV,1h59m32.51s,0d17m24.3s,7,3,4,343,1500,72,SDSS-II_SN_4558-NUV.fits.gz
SDSS-II SN 4612,2005-09-21,FUV,0h54m01.73s,-0d50m09.8s,7,4,3,717,1133,741,SDSS-II_SN_4612-FUV.fits.gz
SDSS-II SN 4612,2005-09-21,NUV,0h54m01.73s,-0d50m09.8s,15,4,11,717,1494,741,SDSS-II_SN_4612-NUV.fits.gz
SDSS-II SN 4639,2005-09-27,FUV,1h57m25.824s,-0d45m26.1108s,4,2,2,357,1119,1120,SDSS-II_SN_4639-FUV.fits.gz
SDSS-II SN 4639,2005-09-27,NUV,1h57m25.824s,-0d45m26.1108s,4,2,2,357,1119,1120,SDSS-II_SN_4639-NUV.fits.gz
SDSS-II SN 4651,2005-09-27,FUV,2h29m30.182s,-0d44m49.97s,27,23,4,339,1112,751,SDSS-II_SN_4651-FUV.fits.gz
SDSS-II SN 4651,2005-09-27,NUV,2h29m30.182s,-0d44m49.97s,33,29,4,339,1112,751,SDSS-II_SN_4651-NUV.fits.gz
SDSS-II SN 4682,2005-09-24,FUV,1h26m12.169s,0d48m39.38s,3,2,1,363,738,739,SDSS-II_SN_4682-FUV.fits.gz
SDSS-II SN 4682,2005-09-24,NUV,1h26m12.169s,0d48m39.38s,3,2,1,363,738,739,SDSS-II_SN_4682-NUV.fits.gz
SDSS-II SN 4714,2005-09-22,FUV,2h28m36.57s,-0d12m19.8s,27,25,2,334,777,756,SDSS-II_SN_4714-FUV.fits.gz
SDSS-II SN 4714,2005-09-22,NUV,2h28m36.57s,-0d12m19.8s,33,31,2,334,777,756,SDSS-II_SN_4714-NUV.fits.gz
SDSS-II SN 4757,2005-09-15,FUV,2h16m35.208s,-1d00m56.3s,3,2,1,700,1124,1125,SDSS-II_SN_4757-FUV.fits.gz
SDSS-II SN 4757,2005-09-15,NUV,2h16m35.208s,-1d00m56.3s,3,2,1,700,1124,1125,SDSS-II_SN_4757-NUV.fits.gz
SDSS-II SN 4808,2005-10-01,FUV,2h20m16.653s,0d24m41.18s,2,1,1,677,1119,1119,SDSS-II_SN_4808-FUV.fits.gz
SDSS-II SN 4808,2005-10-01,NUV,2h20m16.653s,0d24m41.18s,2,1,1,677,1119,1119,SDSS-II_SN_4808-NUV.fits.gz
SDSS-II SN 4857,2005-09-13,FUV,1h31m30.984s,-0d09m18.396s,6,2,4,352,1129,387,SDSS-II_SN_4857-FUV.fits.gz
SDSS-II SN 4857,2005-09-13,NUV,1h31m30.984s,-0d09m18.396s,6,2,4,352,1129,387,SDSS-II_SN_4857-NUV.fits.gz
SDSS-II SN 4978,2005-10-01,FUV,23h22m38.517s,-0d25m44.82s,6,3,3,767,1109,1059,SDSS-II_SN_4978-FUV.fits.gz
SDSS-II SN 4978,2005-10-01,NUV,23h22m38.517s,-0d25m44.82s,12,3,9,767,1486,1059,SDSS-II_SN_4978-NUV.fits.gz
SDSS-II SN 5178,2005-09-15,FUV,3h29m06.264s,0d42m49.18s,3,1,2,660,1174,834,SDSS-II_SN_5178-FUV.fits.gz
SDSS-II SN 5178,2005-09-15,NUV,3h29m06.264s,0d42m49.18s,4,1,3,660,1534,834,SDSS-II_SN_5178-NUV.fits.gz
SDSS-II SN 5197,2005-09-03,FUV,3h45m56.832s,0d40m25.774s,3,1,2,642,1197,1194,SDSS-II_SN_5197-FUV.fits.gz
SDSS-II SN 5197,2005-09-03,NUV,3h45m56.832s,0d40m25.774s,3,1,2,642,1197,1194,SDSS-II_SN_5197-NUV.fits.gz
SDSS-II SN 5199,2005-10-01,FUV,23h15m10.196s,-0d59m41.59s,4,2,2,768,1103,361,SDSS-II_SN_5199-FUV.fits.gz
SDSS-II SN 5199,2005-10-01,NUV,23h15m10.196s,-0d59m41.59s,4,2,2,768,1103,361,SDSS-II_SN_5199-NUV.fits.gz
SDSS-II SN 5209,2005-09-26,FUV,23h59m39.12s,-1d00m58.5s,9,1,8,706,775,393,SDSS-II_SN_5209-FUV.fits.gz
SDSS-II SN 5209,2005-09-26,NUV,23h59m39.12s,-1d00m58.5s,9,1,8,706,775,393,SDSS-II_SN_5209-NUV.fits.gz
SDSS-II SN 5230,2005-10-01,FUV,22h19m10.32s,0d50m19.5s,86,56,30,761,1088,344,SDSS-II_SN_5230-FUV.fits.gz
SDSS-II SN 5230,2005-10-01,NUV,22h19m10.32s,0d50m19.5s,127,58,69,761,2202,344,SDSS-II_SN_5230-NUV.fits.gz
SDSS-II SN 5247,2005-10-01,FUV,1h33m51.846s,-0d55m25.04s,5,2,3,370,1113,369,SDSS-II_SN_5247-FUV.fits.gz
SDSS-II SN 5247,2005-10-01,NUV,1h33m51.846s,-0d55m25.04s,5,2,3,370,1113,369,SDSS-II_SN_5247-NUV.fits.gz
SDSS-II SN 5292,2005-09-26,FUV,3h04m03.48s,-0d51m24.228s,4,1,3,668,1179,1134,SDSS-II_SN_5292-FUV.fits.gz
SDSS-II SN 5292,2005-09-26,NUV,3h04m03.48s,-0d51m24.228s,4,1,3,668,1179,1134,SDSS-II_SN_5292-NUV.fits.gz
SDSS-II SN 5378,2005-10-03,FUV,2h30m56.905s,-1d15m07.25s,4,1,3,706,1129,33,SDSS-II_SN_5378-FUV.fits.gz
SDSS-II SN 5378,2005-10-03,NUV,2h30m56.905s,-1d15m07.25s,4,1,3,706,1129,33,SDSS-II_SN_5378-NUV.fits.gz
SDSS-II SN 5468,2005-09-13,FUV,22h50m07.38s,0d24m17.5s,6,3,3,399,1121,365,SDSS-II_SN_5468-FUV.fits.gz
SDSS-II SN 5468,2005-09-13,NUV,22h50m07.38s,0d24m17.5s,6,3,3,399,1121,365,SDSS-II_SN_5468-NUV.fits.gz
SDSS-II SN 5473,2005-10-01,FUV,23h38m56.808s,0d23m00.55s,4,2,2,718,719,359,SDSS-II_SN_5473-FUV.fits.gz
SDSS-II SN 5473,2005-10-01,NUV,23h38m56.808s,0d23m00.55s,4,2,2,718,719,359,SDSS-II_SN_5473-NUV.fits.gz
SDSS-II SN 5486,2005-10-05,FUV,22h12m59.517s,-0d24m43.2s,10,4,6,424,1085,1051,SDSS-II_SN_5486-FUV.fits.gz
SDSS-II SN 5486,2005-10-05,NUV,22h12m59.517s,-0d24m43.2s,46,5,41,424,1819,1051,SDSS-II_SN_5486-NUV.fits.gz
SDSS-II SN 5498,2005-10-05,NUV,22h43m52.08s,-0d42m52.9596s,12,4,8,421,2132,343,SDSS-II_SN_5498-NUV.fits.gz
SDSS-II SN 5590,2005-09-13,FUV,23h46m41.52s,-0d52m22s,7,1,6,695,1079,367,SDSS-II_SN_5590-FUV.fits.gz
SDSS-II SN 5590,2005-09-13,NUV,23h46m41.52s,-0d52m22s,7,1,6,695,1079,367,SDSS-II_SN_5590-NUV.fits.gz
SDSS-II SN 5595,2005-10-11,NUV,20h52m04.56s,-0d06m08.892s,15,10,5,785,1374,300,SDSS-II_SN_5595-NUV.fits.gz
SDSS-II SN 5659,2005-10-11,FUV,23h30m33.84s,-0d02m18.7188s,73,51,22,764,1115,8,SDSS-II_SN_5659-FUV.fits.gz
SDSS-II SN 5659,2005-10-11,NUV,23h30m33.84s,-0d02m18.7188s,94,58,36,764,1474,8,SDSS-II_SN_5659-NUV.fits.gz
SDSS-II SN 5690,2005-10-11,FUV,0h47m08.904s,-0d54m47.52s,3,1,2,737,726,713,SDSS-II_SN_5690-FUV.fits.gz
SDSS-II SN 5690,2005-10-11,NUV,0h47m08.904s,-0d54m47.52s,3,1,2,737,726,713,SDSS-II_SN_5690-NUV.fits.gz
SDSS-II SN 5691,2005-10-11,FUV,0h24m36.5664s,-0d10m05.1852s,5,2,3,737,749,725,SDSS-II_SN_5691-FUV.fits.gz
SDSS-II SN 5691,2005-10-11,NUV,0h24m36.5664s,-0d10m05.1852s,5,2,3,737,749,725,SDSS-II_SN_5691-NUV.fits.gz
SDSS-II SN 5702,2005-10-01,FUV,0h50m20.002s,-0d55m08.62s,2,1,1,727,749,749,SDSS-II_SN_5702-FUV.fits.gz
SDSS-II SN 5702,2005-10-01,NUV,0h50m20.002s,-0d55m08.62s,2,1,1,727,749,749,SDSS-II_SN_5702-NUV.fits.gz
SDSS-II SN 5731,2005-09-26,FUV,0h45m21.26s,-0d32m39.9s,4,1,3,722,735,728,SDSS-II_SN_5731-FUV.fits.gz
SDSS-II SN 5731,2005-09-26,NUV,0h45m21.26s,-0d32m39.9s,4,1,3,722,735,728,SDSS-II_SN_5731-NUV.fits.gz
SDSS-II SN 5735,2005-10-01,NUV,20h46m38.135s,0d39m02.29s,34,7,27,775,1418,1025,SDSS-II_SN_5735-NUV.fits.gz
SDSS-II SN 5804,2005-10-05,NUV,22h32m32.16s,0d59m13.09s,2,1,1,406,2198,2198,SDSS-II_SN_5804-NUV.fits.gz
SDSS-II SN 5869,2005-09-27,FUV,1h49m28.896s,-0d46m36.7248s,4,2,2,358,1118,1119,SDSS-II_SN_5869-FUV.fits.gz
SDSS-II SN 5869,2005-09-27,NUV,1h49m28.896s,-0d46m36.7248s,4,2,2,358,1118,1119,SDSS-II_SN_5869-NUV.fits.gz
SDSS-II SN 5877,2005-10-12,NUV,20h44m26.88s,0d32m27.82s,16,6,10,457,1726,295,SDSS-II_SN_5877-NUV.fits.gz
SDSS-II SN 5890,2005-10-05,FUV,22h10m03.759s,0d36m33.13s,12,4,8,424,1084,354,SDSS-II_SN_5890-FUV.fits.gz
SDSS-II SN 5890,2005-10-05,NUV,22h10m03.759s,0d36m33.13s,45,5,40,424,1782,354,SDSS-II_SN_5890-NUV.fits.gz
SDSS-II SN 5897,2005-10-12,FUV,2h32m39.33s,-0d48m14.44s,8,1,7,715,1134,24,SDSS-II_SN_5897-FUV.fits.gz
SDSS-II SN 5897,2005-10-12,NUV,2h32m39.33s,-0d48m14.44s,8,1,7,715,1134,24,SDSS-II_SN_5897-NUV.fits.gz
SDSS-II SN 5917,2005-10-12,FUV,0h24m08.866s,-0d15m18.13s,5,2,3,738,748,724,SDSS-II_SN_5917-FUV.fits.gz
SDSS-II SN 5917,2005-10-12,NUV,0h24m08.866s,-0d15m18.13s,5,2,3,738,748,724,SDSS-II_SN_5917-NUV.fits.gz
SDSS-II SN 5925,2005-09-27,FUV,1h44m39.02s,-1d08m45.8s,3,2,1,358,1118,1119,SDSS-II_SN_5925-FUV.fits.gz
SDSS-II SN 5925,2005-09-27,NUV,1h44m39.02s,-1d08m45.8s,3,2,1,358,1118,1119,SDSS-II_SN_5925-NUV.fits.gz
SDSS-II SN 5963,2005-10-12,FUV,0h44m19.45s,0d28m46.2s,6,1,5,738,745,696,SDSS-II_SN_5963-FUV.fits.gz
SDSS-II SN 5963,2005-10-12,NUV,0h44m19.45s,0d28m46.2s,6,1,5,738,745,696,SDSS-II_SN_5963-NUV.fits.gz
SDSS-II SN 5978,2005-10-22,FUV,1h44m38.98s,0d55m18.8s,5,2,3,383,1093,715,SDSS-II_SN_5978-FUV.fits.gz
SDSS-II SN 5978,2005-10-22,NUV,1h44m38.98s,0d55m18.8s,5,2,3,383,1093,715,SDSS-II_SN_5978-NUV.fits.gz
SDSS-II SN 5993,2005-09-27,FUV,1h58m43.77s,0d02m56.7s,5,2,3,357,1119,58,SDSS-II_SN_5993-FUV.fits.gz
SDSS-II SN 5993,2005-09-27,NUV,1h58m43.77s,0d02m56.7s,8,2,6,357,1486,58,SDSS-II_SN_5993-NUV.fits.gz
SDSS-II SN 6055,2005-09-26,FUV,2h31m37.548s,-0d53m45.55s,6,1,5,699,1136,40,SDSS-II_SN_6055-FUV.fits.gz
SDSS-II SN 6055,2005-09-26,NUV,2h31m37.548s,-0d53m45.55s,6,1,5,699,1136,40,SDSS-II_SN_6055-NUV.fits.gz
SDSS-II SN 6120,2005-10-11,FUV,22h12m34.412s,-0d03m26.33s,18,6,12,430,1079,1044,SDSS-II_SN_6120-FUV.fits.gz
SDSS-II SN 6120,2005-10-11,NUV,22h12m34.412s,-0d03m26.33s,83,7,76,430,1791,1044,SDSS-II_SN_6120-NUV.fits.gz
SDSS-II SN 6121,2005-10-20,FUV,1h48m00.62s,0d18m15.48s,3,2,1,381,1095,1095,SDSS-II_SN_6121-FUV.fits.gz
SDSS-II SN 6121,2005-10-20,NUV,1h48m00.62s,0d18m15.48s,3,2,1,381,1095,1095,SDSS-II_SN_6121-NUV.fits.gz
SDSS-II SN 6210,2005-10-11,FUV,21h59m10.08s,0d50m13.6s,7,5,2,430,1075,1073,SDSS-II_SN_6210-FUV.fits.gz
SDSS-II SN 6210,2005-10-11,NUV,21h59m10.08s,0d50m13.6s,10,5,5,430,1431,1073,SDSS-II_SN_6210-NUV.fits.gz
SDSS-II SN 6225,2005-10-20,FUV,0h01m09s,-1d00m01.4s,4,1,3,730,718,711,SDSS-II_SN_6225-FUV.fits.gz
SDSS-II SN 6225,2005-10-20,NUV,0h01m09s,-1d00m01.4s,4,1,3,730,718,711,SDSS-II_SN_6225-NUV.fits.gz
SDSS-II SN 6274,2005-10-22,FUV,2h12m36.096s,0d06m03.2436s,4,1,3,698,1123,1098,SDSS-II_SN_6274-FUV.fits.gz
SDSS-II SN 6274,2005-10-22,NUV,2h12m36.096s,0d06m03.2436s,4,1,3,698,1123,1098,SDSS-II_SN_6274-NUV.fits.gz
SDSS-II SN 6275,2005-10-20,FUV,2h18m21.557s,0d01m48.04s,3,1,2,696,1100,1100,SDSS-II_SN_6275-FUV.fits.gz
SDSS-II SN 6275,2005-10-20,NUV,2h18m21.557s,0d01m48.04s,3,1,2,696,1100,1100,SDSS-II_SN_6275-NUV.fits.gz
SDSS-II SN 6300,2005-11-13,FUV,2h29m38.776s,-0d33m00.34s,28,24,4,386,1065,704,SDSS-II_SN_6300-FUV.fits.gz
SDSS-II SN 6300,2005-11-13,NUV,2h29m38.776s,-0d33m00.34s,34,30,4,386,1065,704,SDSS-II_SN_6300-NUV.fits.gz
SDSS-II SN 6362,2005-10-20,FUV,3h19m29.832s,-0d55m15.996s,5,1,4,695,1151,731,SDSS-II_SN_6362-FUV.fits.gz
SDSS-II SN 6362,2005-10-20,NUV,3h19m29.832s,-0d55m15.996s,5,1,4,695,1151,731,SDSS-II_SN_6362-NUV.fits.gz
SDSS-II SN 6469,2005-11-29,FUV,21h27m53.28s,-0d10m13.5696s,21,9,12,831,1021,242,SDSS-II_SN_6469-FUV.fits.gz
SDSS-II SN 6469,2005-11-29,NUV,21h27m53.28s,-0d10m13.5696s,51,9,42,831,1740,242,SDSS-II_SN_6469-NUV.fits.gz
SDSS-II SN 6491,2005-10-12,FUV,1h06m35.58s,0d32m26.7s,6,1,5,736,1084,725,SDSS-II_SN_6491-FUV.fits.gz
SDSS-II SN 6491,2005-10-12,NUV,1h06m35.58s,0d32m26.7s,16,1,15,736,1812,725,SDSS-II_SN_6491-NUV.fits.gz
SDSS-II SN 6496,2005-10-21,NUV,20h44m15.84s,0d03m07.333s,17,9,8,795,1717,1005,SDSS-II_SN_6496-NUV.fits.gz
SDSS-II SN 6501,2005-10-14,FUV,21h00m37.652s,0d07m53.38s,6,3,3,781,1060,1054,SDSS-II_SN_6501-FUV.fits.gz
SDSS-II SN 6501,2005-10-14,NUV,21h00m37.652s,0d07m53.38s,8,4,4,781,1372,1054,SDSS-II_SN_6501-NUV.fits.gz
SDSS-II SN 6530,2005-10-12,FUV,0h57m18.984s,0d01m16.88s,4,1,3,736,747,725,SDSS-II_SN_6530-FUV.fits.gz
SDSS-II SN 6530,2005-10-12,NUV,0h57m18.984s,0d01m16.88s,4,1,3,736,747,725,SDSS-II_SN_6530-NUV.fits.gz
SDSS-II SN 6556,2005-10-21,FUV,0h28m03.79s,-1d04m27.1s,7,2,5,747,751,715,SDSS-II_SN_6556-FUV.fits.gz
SDSS-II SN 6556,2005-10-21,NUV,0h28m03.79s,-1d04m27.1s,7,2,5,747,751,715,SDSS-II_SN_6556-NUV.fits.gz
SDSS-II SN 6618,2005-10-20,FUV,2h47m40.72s,0d57m51.12s,4,1,3,724,1109,729,SDSS-II_SN_6618-FUV.fits.gz
SDSS-II SN 6618,2005-10-20,NUV,2h47m40.72s,0d57m51.12s,4,1,3,724,1109,729,SDSS-II_SN_6618-NUV.fits.gz
SDSS-II SN 6641,2005-10-12,NUV,20h45m45.12s,-0d13m17.2668s,14,7,7,786,1380,1014,SDSS-II_SN_6641-NUV.fits.gz
SDSS-II SN 6654,2005-09-21,FUV,21h31m37.44s,-0d17m10.6296s,186,37,149,762,1090,311,SDSS-II_SN_6654-FUV.fits.gz
SDSS-II SN 6654,2005-09-21,NUV,21h31m37.44s,-0d17m10.6296s,379,155,224,762,2164,311,SDSS-II_SN_6654-NUV.fits.gz
SDSS-II SN 6683,2005-10-23,FUV,21h48m51.36s,0d36m45.3s,3,2,1,784,1058,1059,SDSS-II_SN_6683-FUV.fits.gz
SDSS-II SN 6683,2005-10-23,NUV,21h48m51.36s,0d36m45.3s,3,2,1,784,1058,1059,SDSS-II_SN_6683-NUV.fits.gz
SDSS-II SN 6696,2005-10-21,NUV,22h36m19.04s,0d28m45.3s,3,1,2,422,2182,2182,SDSS-II_SN_6696-NUV.fits.gz
SDSS-II SN 6709,2005-10-21,FUV,23h35m58.286s,0d36m49.19s,4,2,2,738,699,339,SDSS-II_SN_6709-FUV.fits.gz
SDSS-II SN 6709,2005-10-21,NUV,23h35m58.286s,0d36m49.19s,4,2,2,738,699,339,SDSS-II_SN_6709-NUV.fits.gz
SDSS-II SN 6807,2005-11-02,NUV,22h32m16.56s,-1d08m44.016s,2,1,1,434,2170,2171,SDSS-II_SN_6807-NUV.fits.gz
SDSS-II SN 6813,2005-10-12,FUV,1h49m04.872s,0d03m26s,3,2,1,373,1103,1103,SDSS-II_SN_6813-FUV.fits.gz
SDSS-II SN 6813,2005-10-12,NUV,1h49m04.872s,0d03m26s,3,2,1,373,1103,1103,SDSS-II_SN_6813-NUV.fits.gz
SDSS-II SN 6816,2005-10-22,FUV,2h18m04.929s,0d06m43.56s,3,1,2,698,1098,1098,SDSS-II_SN_6816-FUV.fits.gz
SDSS-II SN 6816,2005-10-22,NUV,2h18m04.929s,0d06m43.56s,3,1,2,698,1098,1098,SDSS-II_SN_6816-NUV.fits.gz
SDSS-II SN 6831,2005-10-20,FUV,2h20m02.696s,0d43m17.33s,2,1,1,696,1100,1100,SDSS-II_SN_6831-FUV.fits.gz
SDSS-II SN 6831,2005-10-20,NUV,2h20m02.696s,0d43m17.33s,2,1,1,696,1100,1100,SDSS-II_SN_6831-NUV.fits.gz
SDSS-II SN 6851,2005-10-23,FUV,3h28m25.087s,-0d02m54.71s,4,1,3,698,1149,794,SDSS-II_SN_6851-FUV.fits.gz
SDSS-II SN 6851,2005-10-23,NUV,3h28m25.087s,-0d02m54.71s,4,1,3,698,1149,794,SDSS-II_SN_6851-NUV.fits.gz
SDSS-II SN 6861,2005-10-21,FUV,23h17m43.68s,-1d06m49.39s,3,2,1,788,341,341,SDSS-II_SN_6861-FUV.fits.gz
SDSS-II SN 6861,2005-10-21,NUV,23h17m43.68s,-1d06m49.39s,3,2,1,788,341,341,SDSS-II_SN_6861-NUV.fits.gz
SDSS-II SN 6873,2005-10-20,FUV,3h30m10.44s,0d46m18.05s,3,1,2,695,1139,799,SDSS-II_SN_6873-FUV.fits.gz
SDSS-II SN 6873,2005-10-20,NUV,3h30m10.44s,0d46m18.05s,4,1,3,695,1499,799,SDSS-II_SN_6873-NUV.fits.gz
SDSS-II SN 6877,2005-09-28,FUV,3h30m01.56s,0d37m16.5s,3,1,2,673,1161,821,SDSS-II_SN_6877-FUV.fits.gz
SDSS-II SN 6877,2005-09-28,NUV,3h30m01.56s,0d37m16.5s,4,1,3,673,1521,821,SDSS-II_SN_6877-NUV.fits.gz
SDSS-II SN 6883,2005-10-21,FUV,21h18m14.4s,0d52m58.465s,4,3,1,433,1060,1061,SDSS-II_SN_6883-FUV.fits.gz
SDSS-II SN 6883,2005-10-21,NUV,21h18m14.4s,0d52m58.465s,7,4,3,433,2113,1061,SDSS-II_SN_6883-NUV.fits.gz
SDSS-II SN 6889,2005-10-12,FUV,21h46m52.79s,0d54m34.21s,6,3,3,773,1069,309,SDSS-II_SN_6889-FUV.fits.gz
SDSS-II SN 6889,2005-10-12,NUV,21h46m52.79s,0d54m34.21s,6,3,3,773,1069,309,SDSS-II_SN_6889-NUV.fits.gz
SDSS-II SN 6895,2005-10-23,FUV,22h00m46.29s,0d55m41.68s,5,4,1,442,1063,1064,SDSS-II_SN_6895-FUV.fits.gz
SDSS-II SN 6895,2005-10-23,NUV,22h00m46.29s,0d55m41.68s,8,4,4,442,1419,1064,SDSS-II_SN_6895-NUV.fits.gz
SDSS-II SN 6896,2005-10-23,FUV,22h01m00.898s,1d01m00.53s,12,6,6,442,1063,295,SDSS-II_SN_6896-FUV.fits.gz
SDSS-II SN 6896,2005-10-23,NUV,22h01m00.898s,1d01m00.53s,15,6,9,442,1419,295,SDSS-II_SN_6896-NUV.fits.gz
SDSS-II SN 6913,2005-10-23,FUV,23h00m59.966s,1d02m12.11s,5,3,2,437,1082,340,SDSS-II_SN_6913-FUV.fits.gz
SDSS-II SN 6913,2005-10-23,NUV,23h00m59.966s,1d02m12.11s,7,5,2,437,1082,340,SDSS-II_SN_6913-NUV.fits.gz
SDSS-II SN 696,2005-09-03,FUV,23h36m43.2s,-1d01m13.584s,5,2,3,690,746,385,SDSS-II_SN_696-FUV.fits.gz
SDSS-II SN 696,2005-09-03,NUV,23h36m43.2s,-1d01m13.584s,5,2,3,690,746,385,SDSS-II_SN_696-NUV.fits.gz
SDSS-II SN 7051,2005-10-12,FUV,23h54m10.08s,0d01m30.1s,4,1,3,722,1058,376,SDSS-II_SN_7051-FUV.fits.gz
SDSS-II SN 7051,2005-10-12,NUV,23h54m10.08s,0d01m30.1s,4,1,3,722,1058,376,SDSS-II_SN_7051-NUV.fits.gz
SDSS-II SN 7056,2005-10-21,FUV,0h09m23.062s,0d08m11.893s,10,1,9,731,1075,711,SDSS-II_SN_7056-FUV.fits.gz
SDSS-II SN 7056,2005-10-21,NUV,0h09m23.062s,0d08m11.893s,10,1,9,731,1075,711,SDSS-II_SN_7056-NUV.fits.gz
SDSS-II SN 7099,2005-10-20,FUV,22h51m33.17s,1d10m02.5s,4,3,1,434,1084,1085,SDSS-II_SN_7099-FUV.fits.gz
SDSS-II SN 7099,2005-10-20,NUV,22h51m33.17s,1d10m02.5s,4,3,1,434,1084,1085,SDSS-II_SN_7099-NUV.fits.gz
SDSS-II SN 7119,2005-10-25,FUV,21h03m57.36s,-0d04m13.2348s,7,2,5,435,1048,313,SDSS-II_SN_7119-FUV.fits.gz
SDSS-II SN 7194,2005-10-14,FUV,2h28m38.59s,-0d28m09.6s,28,24,4,356,1095,734,SDSS-II_SN_7194-FUV.fits.gz
SDSS-II SN 7194,2005-10-14,NUV,2h28m38.59s,-0d28m09.6s,34,30,4,356,1095,734,SDSS-II_SN_7194-NUV.fits.gz
SDSS-II SN 7195,2005-10-30,FUV,2h28m58.49s,-0d32m00.8s,28,24,4,372,1079,718,SDSS-II_SN_7195-FUV.fits.gz
